gene_name	description	ebi_biotype
PF3D7-1458500	SAS4_spindle_assembly_abnormal_protein_4%2C_putative	protein_coding
PF3D7-1458600	zinc_finger_protein%2C_putative	protein_coding
PF3D7-1458700	exonuclease_V%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1458800	DNA-directed_RNA_polymerase_III_subunit_RPC5%2C_putative	protein_coding
PF3D7-1458900	TVP23_golgi_apparatus_membrane_protein_TVP23%2C_putative	protein_coding
PF3D7-1459000	DBP5_ATP-dependent_RNA_helicase_DBP5	protein_coding
PF3D7-1459100	GTP-binding_protein%2C_putative	protein_coding
PF3D7-1459200	WD_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1459300	OPA3-like_protein%2C_putative	protein_coding
PF3D7-1459400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1459500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1459600	AP-4_complex_accessory_subunit_Tepsin%2C_putative	protein_coding
PF3D7-1459700	pyridoxal_5'-phosphate_synthase%2C_putative	protein_coding
PF3D7-1459800	bax_inhibitor_1%2C_putative	protein_coding
PF3D7-1459900	rhoptry_protein%2C_putative	protein_coding
PF3D7-1460000	HCS2_biotin--protein_ligase_2	protein_coding
PF3D7-1460100	FCP_FYVE_and_coiled-coil_domain-containing_protein	protein_coding
PF3D7-1460200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1460300	RPL29_60S_ribosomal_protein_L29%2C_putative	protein_coding
PF3D7-1460400	UCHL3_ubiquitin_carboxyl-terminal_hydrolase_isozyme_L3	protein_coding
PF3D7-1460500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1460600	ISP3_inner_membrane_complex_sub-compartment_protein_3	protein_coding
PF3D7-1460700	RPL27_60S_ribosomal_protein_L27	protein_coding
PF3D7-1460800	SNAPC3_snRNA-activating_protein_complex_subunit_3%2C_putative	protein_coding
PF3D7-1460900	ARPS10_ribosomal_protein_S10%2C_apicoplast%2C_putative	protein_coding
PF3D7-1461000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1461100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1461200	IMP3_U3_small_nucleolar_ribonucleoprotein_protein_IMP3%2C_putative	protein_coding
PF3D7-1461300	40S_ribosomal_protein_S28e%2C_putative	protein_coding
PF3D7-1461400	MORN_repeat_protein%2C_putative	protein_coding
PF3D7-1461500	MND1_meiotic_nuclear_division_protein_1%2C_putative	protein_coding
PF3D7-1461600	SF3B2_splicing_factor_3B_subunit_2%2C_putative	protein_coding
PF3D7-1461700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1461800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1461900	valine--tRNA_ligase%2C_putative	protein_coding
PF3D7-1462000	TLP1_thioredoxin-like_protein	protein_coding
PF3D7-1462100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1462200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1462300	GTP-binding_protein%2C_putative	protein_coding
PF3D7-1462400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1462500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1462600	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1462700	CYT1_cytochrome_c1%2C_heme_protein%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1462800	GAPDH_glyceraldehyde-3-phosphate_dehydrogenase	protein_coding
PF3D7-1462900	AAA_ATPase%2C_putative	protein_coding
PF3D7-1463000	MED20_mediator_of_RNA_polymerase_II_transcription_subunit_20%2C_putative	protein_coding
PF3D7-1463100	conserved_Plasmodium_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1463200	RFC3_replication_factor_C_subunit_3%2C_putative	protein_coding
PF3D7-1463300	DNA_polymerase_alpha_subunit_B%2C_putative	protein_coding
PF3D7-1463400	DNA-directed_RNA_polymerase_III_subunit_RPC4%2C_putative	protein_coding
PF3D7-1463500	fam-a_protein	protein_coding
PF3D7-1463600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1463700	CYC1_cyclin_1	protein_coding
PF3D7-1463800	ribosomal_protein_S6%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1463900	RON11_rhoptry_neck_protein_11%2C_putative	protein_coding
PF3D7-1464000	YL1_nuclear_protein%2C_putative	protein_coding
PF3D7-1464100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1464200	ZFP_zinc_finger_CCCH_domain-containing_protein%2C_putative	protein_coding
PF3D7-1464300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1464400	zinc_finger_protein%2C_putative	protein_coding
PF3D7-1464500	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1464600	UIS2_serine/threonine_protein_phosphatase_UIS2%2C_putative	protein_coding
PF3D7-1464700	ATP_synthase_(C/AC39)_subunit%2C_putative	protein_coding
PF3D7-1464800	EF-hand_calcium-binding_domain-containing_protein%2C_putative	protein_coding
PF3D7-1464900	ATP-dependent_zinc_metalloprotease_FTSH%2C_putative	protein_coding
PF3D7-1465000	COX6A_cytochrome_c_oxidase_subunit_6A%2C_putative	protein_coding
PF3D7-1465100	COG6_conserved_oligomeric_Golgi_complex_subunit_6%2C_putative	protein_coding
PF3D7-1465200	MED4_mediator_of_RNA_polymerase_II_transcription_subunit_4%2C_putative	protein_coding
PF3D7-1465300	ribonuclease_Z%2C_putative	protein_coding
PF3D7-1465400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1465500	K2_potassium_channel_K2	protein_coding
PF3D7-1465600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1465700	PM8_plasmepsin_VIII%2C_putative	protein_coding
PF3D7-1465800	dynein_beta_chain%2C_putative	protein_coding
PF3D7-1465900	40S_ribosomal_protein_S3	protein_coding
PF3D7-1466000	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1466100	PPKL_protein_phosphatase_containing_kelch-like_domains	protein_coding
PF3D7-1466200	HDP1_early_gametocyte_enriched_phosphoprotein_EGXP	protein_coding
PF3D7-1466300	RPN2_26S_proteasome_regulatory_subunit_RPN2%2C_putative	protein_coding
PF3D7-1466400	ApiAP2_heterochromatin-associated_factor_AP2-HF	protein_coding
PF3D7-1466500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1466600	enkurin_domain-containing_protein%2C_putative	protein_coding
PF3D7-1466700	NIP7_60S_ribosome_subunit_biogenesis_protein_NIP7%2C_putative	protein_coding
PF3D7-1466800	NOC3_domain-containing_protein%2C_putative	protein_coding
PF3D7-1466900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1467000	magnesium_transporter%2C_putative	protein_coding
PF3D7-1467100	MAG_DNA-3-methyladenine_glycosylase	protein_coding
PF3D7-1467200	WDR79_WD_repeat-containing_protein_79%2C_putative	protein_coding
PF3D7-1467300	DXR_1-deoxy-D-xylulose_5-phosphate_reductoisomerase	protein_coding
PF3D7-1467400	RPL22_50S_ribosomal_protein_L22%2C_apicoplast%2C_putative	protein_coding
PF3D7-1467500	DNA/RNA-binding_protein_KIN17%2C_putative	protein_coding
PF3D7-1467600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1467700	COX_domain-containing_protein%2C_putative	protein_coding
PF3D7-1467800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1467900	rab_GTPase_activator%2C_putative	protein_coding
PF3D7-1468000	WD_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1468100	MORC_MORC_family_protein	protein_coding
PF3D7-1468200	TLS1_telomere_length_and_silencing_protein_1%2C_putative	protein_coding
PF3D7-1468300	LRR14.1_leucine-rich_repeat_protein	protein_coding
PF3D7-1468400	CZIF1_C3H1-type_zinc_finger_protein_CZIF1	protein_coding
PF3D7-1468500	DER1-1_derlin-1	protein_coding
PF3D7-1468600	aminophospholipid_transporter%2C_putative	protein_coding
PF3D7-1468700	eIF4A_helicase_45	protein_coding
PF3D7-1468800	U2AF2_splicing_factor_U2AF_large_subunit%2C_putative	protein_coding
PF3D7-1468900	zinc_finger_protein%2C_putative	protein_coding
PF3D7-1469000	IF1_translation_initiation_factor_IF-1	protein_coding
PF3D7-1469100	Golgi_SNAP_receptor_complex_member_1%2C_putative	protein_coding
PF3D7-1469200	SHLP1_shewanella-like_protein_phosphatase_1%2C_putative	protein_coding
PF3D7-1469300	PNO1_pre-rRNA-processing_protein_PNO1%2C_putative	protein_coding
PF3D7-1469400	NT3_nucleoside_transporter_3%2C_putative	protein_coding
PF3D7-1469500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1469600	ACC_acetyl-CoA_carboxylase	protein_coding
PF3D7-1469700	MED6_mediator_of_RNA_polymerase_II_transcription_subunit_6%2C_putative	protein_coding
PF3D7-1469800	MED22_mediator_of_RNA_polymerase_II_transcription_subunit_22%2C_putative	protein_coding
PF3D7-1469900	MGET_male_gametocyte-enriched_transcript	protein_coding
PF3D7-1470000	ATG12_autophagy-related_protein_12%2C_putative	protein_coding
PF3D7-1470100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1470200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1470300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1470400	MPC2_mitochondrial_pyruvate_carrier_protein_2%2C_putative	protein_coding
PF3D7-1470500	PDEdelta_cGMP-specific_3'%2C5'-cyclic_phosphodiesterase_delta	protein_coding
PF3D7-1470600	RAP21_RAP_protein_RAP21	protein_coding
PF3D7-1470700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1470800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1470900	proteasome_subunit_beta_type-2%2C_putative	protein_coding
PF3D7-1470950	small_integral_membrane_protein_15%2C_putative	protein_coding
PF3D7-1471000	RCL1_RNA_3'-terminal_phosphate_cyclase-like_protein%2C_putative	protein_coding
PF3D7-1471100	EXP2_exported_protein_2	protein_coding
PF3D7-1471200	SulP_inorganic_anion_exchanger%2C_inorganic_anion_antiporter	protein_coding
PF3D7-1471300	RAP_protein%2C_putative	protein_coding
PF3D7-1471400	diacylglycerol_kinase%2C_putative	protein_coding
PF3D7-1471500	TMEM43_transmembrane_protein_43%2C_putative	protein_coding
PF3D7-1471600	APR2_apical_polar_ring_protein_APR2%2C_putative	protein_coding
PF3D7-1471700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1471800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1471900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1472000	ISY1_pre-mRNA-splicing_factor_ISY1%2C_putative	protein_coding
PF3D7-1472100	YIP1_protein_transport_protein_YIP1%2C_putative	protein_coding
PF3D7-1472200	HDA1_histone_deacetylase%2C_putative	protein_coding
PF3D7-1472300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1472400	M1-family_alanyl_aminopeptidase%2C_putative	protein_coding
PF3D7-1472500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1472600	PDI-14_protein_disulfide-isomerase	protein_coding
PF3D7-1472700	DNA-directed_RNA_polymerase%2C_alpha_subunit%2C_putative	protein_coding
PF3D7-1472800	HSP20-like_chaperone%2C_putative	protein_coding
PF3D7-1472900	dihydroorotase%2C_putative	protein_coding
PF3D7-1473000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1473100	GTPase-activating_protein%2C_putative	protein_coding
PF3D7-1473200	DnaJ_protein%2C_putative	protein_coding
PF3D7-1473300	CKK_domain-containing_protein%2C_putative	protein_coding
PF3D7-1473400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1473500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1473600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1473700	NUP116_nucleoporin_NUP116/NSP116%2C_putative	protein_coding
PF3D7-1473900	NUF1P1_ribosome_assembly_1_protein	protein_coding
PF3D7-1474000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1474100	ribosomal_protein_L20%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1474200	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1474300	DNA_repair_metallo-beta-lactamase_protein%2C_putative	protein_coding
PF3D7-1474400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1474500	SF3A1_splicing_factor_3A_subunit_1%2C_putative	protein_coding
PF3D7-1474600	VMP1_vacuole_membrane_protein_1%2C_putative	protein_coding
PF3D7-1474700	protein_kinase%2C_putative	protein_coding
PF3D7-1474800	proteasome_subunit_alpha_type-1%2C_putative	protein_coding
PF3D7-1474900	CITH_trailer_hitch_homolog%2C_putative	protein_coding
PF3D7-1475000	MED31_mediator_of_RNA_polymerase_II_transcription_subunit_31%2C_putative	protein_coding
PF3D7-1475100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1475200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1475300	COX11_cytochrome_c_oxidase_assembly_protein_COX11%2C_putative	protein_coding
PF3D7-1475400	CRMP4_cysteine_repeat_modular_protein_4	protein_coding
PF3D7-1475500	CCp1_LCCL_domain-containing_protein	protein_coding
PF3D7-1475600	BDP4_bromodomain_protein_4%2C_putative	protein_coding
PF3D7-1475700	tubulin_epsilon_chain%2C_putative	protein_coding
PF3D7-1475800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1475900	KELT_protein	protein_coding
PF3D7-1476000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1476100	ETRAMP14.2_early_transcribed_membrane_protein_14.2	protein_coding
PF3D7-1476200	Plasmodium_exported_protein_(PHISTb)%2C_unknown_function	protein_coding
PF3D7-1476300	Plasmodium_exported_protein_(PHISTb)%2C_unknown_function	protein_coding
PF3D7-1476400	FIKK14_serine/threonine_protein_kinase%2C_FIKK_family%2C_pseudogene	pseudogene
PF3D7-1476500	probable_protein%2C_unknown_function	protein_coding
PF3D7-1476600	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-1476700	LPL1_lysophospholipase_LPL1	protein_coding
PF3D7-1476800	lysophospholipase%2C_putative	protein_coding
PF3D7-1476900	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1477000	Plasmodium_exported_protein_(hyp17)%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1477100	Plasmodium_exported_protein_(hyp6)%2C_unknown_function	protein_coding
PF3D7-1477200	Plasmodium_exported_protein_(hyp15)%2C_unknown_function	protein_coding
PF3D7-1477300	Pfg14-744_Plasmodium_exported_protein_(PHIST)%2C_unknown_function	protein_coding
PF3D7-1477400	Plasmodium_exported_protein_(PHIST)%2C_unknown_function	protein_coding
PF3D7-1477500	Plasmodium_exported_protein_(PHISTb)%2C_unknown_function	protein_coding
PF3D7-1477600	SURF14.1_surface-associated_interspersed_protein_14.1_(SURFIN_14.1)	protein_coding
PF3D7-1477700	Pfg14-748_Plasmodium_exported_protein_(PHISTa)%2C_unknown_function	protein_coding
PF3D7-1477800	ACBP_acyl-CoA_binding_protein	protein_coding
PF3D7-1477900	ACS1b_acyl-CoA_synthetase%2C_pseudogene	pseudogene
PF3D7-1478000	GEXP17_gametocyte_exported_protein_17	protein_coding
PF3D7-1478100	Plasmodium_exported_protein_(hyp13)%2C_unknown_function	protein_coding
PF3D7-1478200	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1478300	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1478400	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1478500	Plasmodium_exported_protein_(PHISTa)%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1478600	PTP3_EMP1-trafficking_protein	protein_coding
PF3D7-1478700	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1478800	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-1478900	non-coding_RNA	ncRNA
PF3D7-1479000	ACS1a_acyl-CoA_synthetase	protein_coding
PF3D7-1479100	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-1479200	Plasmodium_exported_protein_(PHISTa)%2C_unknown_function	protein_coding
PF3D7-1479300	Plasmodium_exported_protein_(PHISTa)%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1479400	RIF_rifin	protein_coding
PF3D7-1479500	PIR_protein	protein_coding
PF3D7-1479600	RIF_rifin	protein_coding
PF3D7-1479700	RIF_rifin	protein_coding
PF3D7-1479800	RIF_rifin	protein_coding
PF3D7-1479900	PIR_protein	protein_coding
PF3D7-1480000	RIF_rifin	protein_coding
PF3D7-1480100	erythrocyte_membrane_protein_1_(PfEMP1)%2C_pseudogene	pseudogene
PF3D7-API00100	RPS4_apicoplast_ribosomal_protein_S4	protein_coding
PF3D7-API00200	tRNA_Histidine	tRNA
PF3D7-API00300	tRNA_Cysteine	tRNA
PF3D7-API00450	tRNA_Leucine	tRNA
PF3D7-API00600	tRNA_Methionine	tRNA
PF3D7-API00700	tRNA_Tyrosine	tRNA
PF3D7-API00800	tRNA_Serine	tRNA
PF3D7-API00900	tRNA_Aspartic_acid	tRNA
PF3D7-API01000	tRNA_Lysine	tRNA
PF3D7-API01100	tRNA_Glutamic_acid	tRNA
PF3D7-API01200	tRNA_Proline	tRNA
PF3D7-API01300	RPL4_50S_ribosomal_protein_L4%2C_putative	protein_coding
PF3D7-API01400	RPL23_ribosomal_protein_L23%2C_putative	protein_coding
PF3D7-API01500	RPL2_apicoplast_ribosomal_protein_L2	protein_coding
PF3D7-API01600	RPS19_apicoplast_ribosomal_protein_S19	protein_coding
PF3D7-API01700	RPS3_ribosomal_protein_S3%2C_putative	protein_coding
PF3D7-API01800	RPL16_apicoplast_ribosomal_protein_L16	protein_coding
PF3D7-API01900	RPS17_apicoplast_ribosomal_protein_S17	protein_coding
PF3D7-API02000	RPL14_apicoplast_ribosomal_protein_L14	protein_coding
PF3D7-API02100	RPS8_apicoplast_ribosomal_protein_S8	protein_coding
PF3D7-API02200	RPL6_apicoplast_ribosomal_protein_L6	protein_coding
PF3D7-API02300	RPS5_apicoplast_ribosomal_protein_S5	protein_coding
PF3D7-API02400	ORF91_probable_protein%2C_unknown_function	protein_coding
PF3D7-API02500	RPL36_apicoplast_ribosomal_protein_L36	protein_coding
PF3D7-API02600	RPS11_apicoplast_ribosomal_protein_S11	protein_coding
PF3D7-API02700	RPS12_apicoplast_ribosomal_protein_S12	protein_coding
PF3D7-API02800	RPS7_apicoplast_ribosomal_protein_S7	protein_coding
PF3D7-API02900	TUFA_elongation_factor_Tu	protein_coding
PF3D7-API03000	ORF78_probable_protein%2C_unknown_function	protein_coding
PF3D7-API03100	tRNA_Phenylalanine	tRNA
PF3D7-API03200	tRNA_Glutamine	tRNA
PF3D7-API03300	tRNA_Glycine	tRNA
PF3D7-API03400	tRNA_Tryptophan	tRNA
PF3D7-API03500	RPL11_apicoplast_ribosomal_protein_L11%2C_putative	protein_coding
PF3D7-API03600	ClpM_chaperone_protein_ClpM	protein_coding
PF3D7-API03700	tRNA_Glycine	tRNA
PF3D7-API03800	ORF79_probable_protein%2C_unknown_function	protein_coding
PF3D7-API03900	tRNA_Serine	tRNA
PF3D7-API04000	YCF93_hypothetical_chloroplast_reading_frame_93	protein_coding
PF3D7-API04100	RPS2_30S_ribosomal_protein_S2%2C_putative	protein_coding
PF3D7-API04200	rpoC2_DNA-directed_RNA_polymerase_subunit_beta''%2C_putative	protein_coding
PF3D7-API04300	rpoC1_DNA-directed_RNA_polymerase_subunit_beta'%2C_putative	protein_coding
PF3D7-API04400	rpoB_DNA-directed_RNA_polymerase_subunit_beta%2C_putative	protein_coding
PF3D7-API04500	ORF101_hypothetical_protein	protein_coding
PF3D7-API04600	ORF51_hypothetical_protein	protein_coding
PF3D7-API04700	SUFB_iron-sulfur_cluster_assembly_protein_SufB	protein_coding
PF3D7-API04800	tRNA_Threonine	tRNA
PF3D7-API04900	large_subunit_ribosomal_RNA	rRNA
PF3D7-API05000	tRNA_Methionine	tRNA
PF3D7-API05100	tRNA_Arginine	tRNA
PF3D7-API05200	tRNA_Valine	tRNA
PF3D7-API05300	tRNA_Arginine	tRNA
PF3D7-API05400	tRNA_Leucine	tRNA
PF3D7-API05500	tRNA_Asparagine	tRNA
PF3D7-API05600	tRNA_Alanine	tRNA
PF3D7-API05700	small_subunit_ribosomal_RNA	rRNA
PF3D7-API05800	tRNA_Isoleucine	tRNA
PF3D7-API05900	small_subunit_ribosomal_RNA	rRNA
PF3D7-API06000	tRNA_Alanine	tRNA
